artista,musica,observacao,tag
Rin Hoshizora,Snow Halation,Love Live,anime
Rina Aiuchi,Koi wa thrill shock suspense,Detective Conan,anime
Rise Against,From heads unworthy,Street Fighter X Tekken,soundtrack rock
Rise Against,Give it all,,rock
Rise Against,Prayer of refugee,,rock
Riverboat gamblers,Don't bury me...I'm still not dead,,
Rob Zombie,Dragula,Twisted Metal,soundtrack
Rob Zombie,Two-lane blacktop,,
Robin Williams,Friend Like me,Aladdin,soundtrack
Robin Williams,Prince Ali,Aladdin,soundtrack
Roger Miller,Oo-De-Lally,Robin hood,soundtrack
Rokugen Alice,Stigmata,,j-song
The Rolling Stones,Angie,,50s-80s rock
The Rolling Stones,Gimme Shelter,,50s-80s rock
The Rolling Stones,(I can't get no)Satisfaction,,50s-80s rock
The Rolling Stones,Paint it black,,50s-80s rock
The Rolling Stones,Start me up,,50s-80s rock
ROSE & Bruno Mars,APT.,,Rock Pop Kpop
Roselia,Fire Bird,Bang Dream,soundtrack
Roselia,Louder,Bang Dream,soundtrack
Rottengraffty,70cm Shihou no Madobe,,
Round Table,Let me Be With You,Chobits,anime
Roupa Nova,Tema da Vitória,,brasil rock
Roxette,It Must Have Been Love,Sabemos que é dos 90s mas parece 80s,Pop 50s-80s
Roxette,The Look,,50s-80s pop rock
Roy Orbison,Oh Pretty Woman,,50s-80s
RPM,Olhar 43,,Brasil Rock
Rude,Magic!,,
Rude-Alpha,Life,Dr. Stone,anime
Rurutia,Shinai,,j-song
Rush,Closer to the Heart,,rock 50s-80s
Rush,Red Barchetta,CUSTA O DOBRO DE FICHAS,rock 50s-80s
Rush,The Trees,,rock 50s-80s
Rush,Tom Sawyer,,rock 50s-80s
Ryota Kozuta,Signs of Love,Persona,anime
Ryu ga Gotoku,Judgement,Yakuza 0 sem letra,soundtrack
Ryu-5150,Homicide Maid from Pavilion,,
Ryu-5150,Last Remote,,
Ryuusei-p,Magnet,Hatsune Miku e Megurine Luka,vocaloid
S Club 7,Bring it All Back,,
S. Kiyotaka & Omega Tribe,Misty Night Cruising,,j-song
Sabrina Carpenter,Juno,,Pop
Sabrina Carpenter,Taste,,Pop
Sabrina Carpenter,Espresso,,Pop
Saint Snow,Crash mind,Love Live,anime
Saint Snow,Dropout!?,Love Live,anime
Saint Snow,Self Control!!,Love Live,anime
Sakanaction,Shin Takarajima,,j-song
Sakura Miko,Sakurakaze,,j-song
Sam Hunt,House Party,,
Sambomaster,Seishun Kyousoukyoku,Naruto,anime
Samuel E. Wright,Under the Sea,The Little Mermaid,soundtrack
Sandy & Junior,A Lenda,Se a lenda dessa paixão Faz sorrir ou faz chorar O coração é quem sabe sem bateria,
Santana,Smooth,,
Sasakure,Negaposi Continues,Hatsune Miku,vocaloid
Satou Satomi,Madoromi no Yakusoku,Hyouka,anime
Savage Garden,Truly Madly Deeply,,
Scandal,A.M.D.K.J.,Gegege no Kitarou,anime jrock
Scandal,Image,,jrock
Scandal,Queens are Trumps,,jrock
Scandal,Shunkan Sentimental,Fullmetal Alchemist,anime jrock
Scandal,Stamp,,jrock
Scandal,Take me Out,,jrock
Scatman John,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),,50s-80s
School of Rock,School of Rock,Escola de Rock,soundtrack
Scorpions,Alien Nation,,50s-80s rock
Scorpions,Don´t Stop at The Top,,50s-80s rock
Scorpions,Pictured Life,,50s-80s rock
Scorpions,Rhythm of Love,,50s-80s rock
Scorpions,Wind of Change,,50s-80s rock
Scorpions,Still Loving You,,50s-80s rock
Scorpions,Bad Boys Running Wild,,50-80s rock
Scorpions,Rock You Like A Hurricane,,50s-80s rock
Screw,Zansatsu Fiction,,
Secos & Molhados,Sangue Latino,,brasil
Sega Sound Team,Break Through it All,Sonic,soundtrack
Sega Sound Team,Find Your Flame,Sonic,soundtrack
Sega Sound Team,So Much More!,Yakuza,soundtrack
Seifuumeigetsu,Ryuu to Sakura Miko,,j-song
Seikima-ll,Aphrodite,,j-song
Sekai no Owari,Habit,xxxHolic (Live Action),anime
Sele-P,Scarlet Rose,Lily,vocaloid
Semi Precious Weapons,Magnetic Baby,,
Sentai Express,Spectronizer,Just Dance,soundtrack
Sepultura,Policia,sem letra,Metal
Sepultura,Roots Bloody Roots,,Metal
Sepultura,Territory,,Metal
Sepultura,Arise,,Metal
Sepultura,Desperate Cry,,Metal
Sepultura,Dead Embryonic Cells,,Metal
Sepultura,Murder,,Metal
Sepultura,Subtraction,,Metal
Sepultura,Altered State,,Metal
Sepultura,Meaningless Movements,,Metal
Sepultura,Infected Voice,,Metal
Sepultura,Orgasmatron,,Metal
Serial TV Drama,Tougenkyou Alien,Gintama,anime
Serra,Always and Forever,Why Raeliana Ended Up at the Duke's Mansion,anime
Serj Tankian,Reality TV,somente vocal guitarra e bateria expert,Rock Metal System of a Down
Serj Tankian,Lie Lie Lie,System of a Down sem letra,Rock Metal
Serj Tankian,Empty Walls,System of a Down,Rock Metal
Serj Tankian,Saving Us,System of a Down,Rock Metal
Serj Tankian,Sky is Over,System of a Down,Rock Metal
Serj Tankian,Beethoven´s Cunt,System of a Down,Rock Metal
Seventh-Heaven Maxion,Requem (Sekai wa Owari),,j-song
Sex Pistols,Holidays in the Sun,,50s-80s rock
Sex Pistols,God Save the Queen,,50s-80s rock
Sex Pistols,Problems,,50s-80s rock
Sex Pistols,Anarchy in the U.K.,,50s-80s rock
Sex Pistols,Pretty Vacant,,50s-80s rock
Shaggy,angel,,
Shaggy,It Wasn´t Me,,
Shaimus,Like a Fool,,
Shakira,Try Everything,Zootopia,soundtrack
Shakira,Whenever Wherever,,pop
Shania Twain,any Man of Mine,,
Shania Twain,Man! Feel Like a Woman!,,
Shania Twain,Party for Two,,
Shania Twain,You´re Still The One,,
Shihoko Hirata,Key Plus Words,Persona,soundtrack
Shihoko Hirata,Now I Know,Persona,soundtrack
Shihoko Hirata,Pursuing My True Self,Persona,soundtrack
Shihoko Hirata,Sky´s the Limit,Persona,soundtrack
Shika-bu,Shika-iro Days,Shikanoko Nokonoko Koshitantan,anime
Shinedown,Diamond Eyes (Boom Lay Boom Lay Boom),,
Shinigiwa Satellite,Kyoukai Dead End (ft. Chikage),,j-song
Shinji Orito,Roaring Tides (guitar Cover),Channad,anime
Shinsei Kamattechan,Boku no Sensou,Shingeki no Kyojin,anime
Shinsei Kamattechan,Ruru-chan no Jisatsu Haishin,,j-song
Shinsei Kamattechan,Yugure no Tori,Shingeki no Kyojin,anime
Shiro Sagisu,A Cruel Angel´s Thesis,Evangelion,anime
Shiro Sagisu,Fly me to the Moon,Evangelion,anime
Shiro Sagisu,(2 Fichas) Komm Susser Tod,Evangelion,anime
Shoji Meguro,Heartbeat Heartbreak,Persona,soundtrack
Shoji Meguro,Hoshi to Bokura to,Persona,soundtrack
Shoji Meguro,Kimi Will Kioku,Persona,soundtrack
Shoji Meguro,Life Will Change,Persona,soundtrack
Shoji Meguro,Mass Destruction,Persona,soundtrack
Shoji Meguro,Persona Sound Bomb 2017,Persona,soundtrack
Shoji Meguro,Reach Out to the Truth,Persona,soundtrack
Shoji Meguro,Rivers in the Deserts,Persona,soundtrack
Shoji Meguro,Shadow World,Persona,soundtrack
Shoji Meguro,Time to Make History,Persona,soundtrack
Shoji Meguro,A Way of Life,Persona,soundtrack
Shoko Nakagawa,Flying Humanoid,Seikimatsu Occult Gakuin,anime
Shoko Nakagawa,Sorairo Days,Tengen Toppa Gurren Laggan,anime
Shouta Aoi,Bad End,Hamefura,anime
Shota Kageyama,Super Mario Bros 3 Medley,Mario Bros,soundtrack
Siam Shade,1/3 no Junjou na Kanjou,Samurai X,anime
Siam Shade,Triptych,,j-song
SID,Uso,Fullmetal Alchemist,anime
SILENT SIREN,Cherry Bomb,,j-song
SILENT SIREN,Yume Miru Shoujo ja Irarenai,,j-song
Silverchair,Freak,,rock
Silverchair,Israel´s Son,,rock
Silverchair,Miss you Love,,rock
Silversun Pickups,Lazy Eye,,rock
SiM,Existence,Rage of Bahamut: Genesis,anime
SiM,Baseball bat,,j-song
Simon & Garfunkel,Bridge over Troubled Water,,
Simple Minds,dont You ( Forget About Me),,
Simple Plan,I´m Just a Kid,,
Simple Plan,Perfect,,
Siouxsie and the Banshees,Kiss Them for Me,,
Sir Mix A Lot,Baby Got Back,,
Sixpence None The Richer,Kiss Me,,
Skank,Vou Deixar,A vida me levar,brasil rock
Skillet,Monster,,rock
Skillet,Surviving The Game,,Rock
Skrillex,First of the Year,,pop
Skrillex,Scary Monster and Nice Sprites,,pop
Slackcircus HE MAN,Heyyeyaaeyaaaeyaeyaa,He Man,soundtrack
Slayer,Postmortem,,Metal 50s-80s
Slayer,Disciple,,Metal 50s-80s
Slayer,Black Magic,,metal 50s-80s
Slayer,Raining Blood,,metal 50s-80s
Slayer,Seasons in the Abyss,,metal 50s-80s
Slayer,South of Heaven,,metal 50s-80s
Slipknot,Duality,i push my fingers into my...,
Slipknot,Before I Forget,,Metal
Slipknot,Sulfur,,Metal
Slipknot,Left Behind,,Metal
Slipknot,Surfacing,,Metal
Slipknot,Wait and Bleed,,Metal
Slipknot,Custer,cut cut cut me up,Metal
Slipknot,The Blister Exists,,Metal
Slipknot,Vermilion,,Metal
Slipknot,Nero Forte,,Metal
Slipknot,The Heretic Anthem,if you're 5 5 5 then i'm,Metal
Slipknot,Vermilion Pt.2,sem bateria mas é porque não tem mesmo,Metal
Slipknot,Custer,,Metal
Slipknot,Sic,,Metal
Slipknot,Nero Forte,,Metal
Slipknot,Birth of the Cruel,,Metal
Slipknot,Everything Ends,,Metal
Slipknot,Eyeless,,Metal
Smash Mouth,All Star,Shrek,soundtrack rock
Smash Mouth,Can´t Get Enough of You Baby,,rock
Smash Mouth,I´m a Believer,Shrek,soundtrack rock
Smash Mouth,Walking on the Sun,,rock
Smash Mouth,Why Can´t We Be Freinds,,rock
Smashing Pumpkins,Cherub Rock,,rock
Smashing Pumpkins,Today,,rock
The Smiths,Stop Me if You Think You´ve Heard This one Before,,indie rock 50s-80s
Social Distortion,Story of my life,,rock 50s-80s
Social Distortion,Ring of fire,,rock 50s-80s
Social Distortion,Bad Luck,,rock 50s-80s
Social Distortion,I was wrong,,rock 50s-80s
Sonata Arctica,Paid in Full,,Metal
Sonata Arctica,The Vice,,Metal
Sonic adventure 2,Escape from the city,Sonic,soundtrack
Sonic adventure 2,Won't stop just go!,Sonic,soundtrack
Sonic adventure 2,A ghost's pumpkin soup..for pumpkin...,Sonic,soundtrack
Sonic adventure 2,Space trip steps...for metor herd,Sonic,soundtrack
Sonic hybrid orchestra,Journey of the dead,,jpop
Sonic Team,Ice Cap Zne: Act 1,Sonic,soundtrack
Sonic Youth,Teen age riot,,rock 50s-80s
Soul Asylum,Runaway train,,
Soulfly,Eye for an eye,,metal
Sound Holic,A.D. 1884,,jpop
Sound Holic,Dial Connected,,jpop
Sound Holic,Mystic Mistiness,,jpop
Sound Horizon,Eru no Rakuen (Side: E),,j-song
Soundgarden,Black Hole Sun,,rock
Soundgarden,Spoonman,,rock
The Sounds,Living in America,,
SOX,B Chikyu Sentai SOX,Shimoneta,anime
Spacehog,In the Meantime,,
Spice Girls,Wannabe,,pop
Spin Doctors,Two Princes,,
Spinal Trap,Short and Sweet,,
Spira Spica,Sansan Days,Sono Bisque Doll wa Koi o Suru sem bateria,anime
Spongebob Squarepants,Goofy Goober rock,SOU O AMENDOBOBO YEAH em inglês,soundtrack rock
Spyair,I'm a Believer,Haikyuu!!!,anime
Spyair,Imagination,Haikyuu!!!,anime
Spyair,One Day,Haikyuu!!! sem bateria,anime
Squeeze,Cool for cats,,rock 50s-80s
Starship,Nothing's Gonna Stop Us Now,,
Steely Dan,Bodhisattva,,rock 50s-80s
Stephen and the Colberts,Charlene (I'm right behind you),,
Steppenwolf,Born to be wild,,rock 50s-80s
Stereopony,Hitoriha no hanabira,Bleach,anime
Steve Harley & Cockney,Make me smile (come up and see me),,rock 50s-80s
Steve Miller Band,The joker,,rock 50s-80s
Steve Miller Band,Rock'n me,,rock 50s-80s
Steve Miller Band,Fly like an eagle,,rock 50s-80s
Steve Miller Band,Take the money and run,,rock 50s-80s
Steve Jablonsky,The Sims Theme,The Sims 3,soundtrack
Stevie Wonder,I just called to say I love you,,50s-80s
The Stone Roses,Love Spreads,,rock 50s-80s
Stone Sour,Song #3,Slipknot,rock
Stone Sour,Through Glass,Slipknot,rock
Stone Temple Pilots,Big empty,,rock
Stone Temple Pilots,Huvkleberry crumble,,rock
Stone Temple Pilots,Trippin' on a hole in a paper heart,,rock
Stone Temple Pilots,Vasoline,,rock
Stone Temple Pilots,Dead & bloated,,rock
Stone Temple Pilots,Creep,,rock
Stone Temple Pilots,Plush,,rock
Stone Temple Pilots,Crackerman,,rock
Stratovarius,Hunting high and low,,metal 50s-80s
Stratovarius,Stratosphere,,metal 50s-80s
Strike,Paraíso proibido,Eu não tenho classe eu não sou ninguém,brasil
The Strokes,Hard to Explain,was an honeeest maaaan,Indie Rock
The Strokes,Last Nite (Last Night),,Indie Rock
The Strokes,Ize of the World,,Indie Rock
The Strokes,Reptilia,i say please don't slow me down if i'm going too fast,Indie Rock
The Strokes,Is This It,,Indie Rock
The Strokes,What Ever Happened?,,Indie rock
The Strokes,You Only Live Once,Some people think they're always right,Indie Rock
The Strokes,Red Light,,Indie Rock
The Strokes,Juicebox,,Indie Rock
The Strokes,Take it or Leave it,,Indie Rock
Styles of beyond,Nine thou,Need For Speed Most Wanted,soundtrack
Sublime,What I got,,rock
Sublime,Wrong way,,rock
Sublime,Santeria,,rock
Substreet,Kagefumi Etranger,Hatsune Miku,vocaloid
Sugarland,Settlin',,
The Suicide Machines,New girl,,rock
Suiyoubi no kanpanera,Nabe Bugyou,,jpop
Sum 41,88,,rock
Sum 41,Fat lip,,rock
Sum 41,The hell song,,rock
Sum 41,In too deep,,rock
Sum 41,Motivation,,rock
Sum 41,Still waiting,,rock
Sumika,Glitter,Couple of Cuckoos,anime
Sumire Uesaka,Pop team epic,Pop Team Epic,anime
Sumire Uesaka,Princess´Happy Ending,Tearmoon Empire,anime
Suneohair,Waltz,Hachimitsu to Clover,anime
SUNMI,You Can't Sit With Us,,Kpop
Sunny side up,Corporate Control,,
Supercell,Hakushu kassai utaawase,Katanagatari,anime
Supercell,Hoshi ga matataku konna you ni,,jpop
Supercell,Melt,Hatsune Miku,vocaloid
Supercell,ODDS&ENDS,Hatsune Miku,vocaloid
Supercell,Owari e Mukau Hajimari no Uta,,jpop
Supercell,Kimi no shiranai monogatari,,jpop
Supercell,World is mine,Hatsune Miku,vocaloid
Supercell,Yeah Oh Ahhh oh!,,jpop
Supergrass,Grace,,indie rock pop
Supla,Garota de Berlim,,Brasil rock
Survive Said the Prophet,Mukanjyo,Vinland Saga,anime
Survivor,Eye of the tiger,,rock 50s-80s
Susumu Hirasawa,The girl in Byakkoya,Paprika,anime
System Of A Down,Toxicity,,Metal
System Of A Down,Chop Suey!,WAKE UP! asfjasjflakj,Metal
System of a Down,BYOB (B.Y.O.B.),,Metal
System of a Down,I-E-A-I-A-I-O,asjfalkfjaklja why sem bateria,Metal
System of a Down,Radio/Video,sem bateria,Metal
System of a Down,Needles,,Metal
System of a Down,Spiders,,Metal
System of a Down,Kill Rock N Roll,sem bateria,Metal
System of a Down,Hypnotize,,Metal Rock
System of a Down,Vicinity of Obscenity,BANANA BANANA BANANA BANANA TERRACOTTA,Metal
System of a Down,Sugar,,Metal
System of a Down,Lonely Day,:c,Metal Rock
System of a Down,Prison Song,,Metal
System of a Down,Aerials,,Metal Rock
System of a Down,Streamline,Filme A Múmia,soundtrack Metal
System of a Down,Science,,Metal
System of a Down,Nuguns,,Metal
System of a Down,Storaged,,Metal
System of a Down,Highway Song,,Metal
System of a Down,Stealing Society,,Metal
System of a Down,Sad Statue,,Metal
System of a Down,Deer Dance,,Metal
System of a Down,Bubbles,,Metal
System of a Down,Mr. Jack,,Metal
System of a Down,War?,,Metal
System of a Down,Psycho,,Metal
System of a Down,Forest,,Metal
System of a Down,Peephole,,Metal
System of a Down,CUBErt,,Metal
System of a Down,Violent Pornography,,Metal
System of a Down,Cigaro,,Metal
System of a Down,U-fig,,Metal
System of a Down,Chic N Stu,,Metal
System of a Down,Revenga,,Metal
System of a Down,Marmalade,,Metal
System of a Down,Ddevil,,Metal
System of a Down,Old School Hollywood,,Metal
System of a Down,Jet Pilot,,Metal
System of a Down,Suite-pee,,Metal
System of a Down,Soil,,Metal
System of a Down,Johnny,,Metal
System of a Down,Suggestions,,Metal
System of a Down,Know,,Metal
System of a Down,PLUCK (P.L.U.C.K.),,Metal
System of a Down,Thetawaves,,Metal
System of a Down,Pictures,Série Orange is the New Black,soundtrack Metal
System of a Down,A.D.D. American Dream Denial,,Metal
System of a Down,This Cocaine Makes me Feel Like I'm On This Song,sdfkldsfsjklsjgsdlkjg,Metal
System of a Down,Holy Mountains,,Metal
System of a Down,Innervision,,Metal
Sweet,Ballroom Blitz,,
Sweet ARMS,Date a Live,Date a Live,anime
Sweet ARMS,I swear,Date a Live,anime
Sweet ARMS,Installation,Date a Live,anime
Sweet ARMS,Trust in you,Date a Live,anime
Swingin' utters,Five lessons learned,Tony Rawks,soundtrack
Swingin' utters,This bastard's life,,
T-ARA,Little Apple,,k-pop
T. Rex,20th Century boy,,
T. Rex,Ride a white swan,,
T.A.T.U.,All the things she said,,pop
T.M. Revolution,Heart of Sword,Samurai X,anime
T.M. Revolution,Resonance,Soul Eater,anime
Tacica,Newsong,Naruto,anime
Taio Cruz,Dynamite,,
Takanashi Kiara,Hinotori,,j-song
Takayoshi Tanimoto,Juken Sentai Gekiranger,Juken Sentai Gekiranger,
Takayoshi Tanimoto,Dragon Soul,Dragon Ball Z Kai,anime
Takeharu Ishimoto,Someday (English),The Worlds End With You,soundtrack
Takeharu Ishimoto,Someday (Japanese),The Worlds End With You,soundtrack
Talking Heads,Psycho Killer,,rock 50s-80s
Tame Impala,Why Won't They Talk to Me,,Indie pop rock
Tame Impala,Mind Mischief,,Indie pop rock
Tame Impala,The Less I Know The Better,,Indie pop rock
Tame Impala,Elephant,,Indie pop rock
Tatsh,Image - material -,,soundtrack
Tatsh music circle,Floating Darkness...,,
Tatsuya Kitani,Ao no sumika,Jujutsu Kaisen,anime
Tatsuya Kitani,Scar,Bleach,anime
Taylor Swift,Look what you made me do,,pop
Taylor Swift,Shake it off,,pop
Taylor Swift,Love story,,pop
Taylor Swift,The Fate of Ophelia,,Pop
Taylor Swift,Better Than Revenge,,Pop
Taylor Swift,Christmas Tree Farm,,Pop
Taylor Swift,Anti-Hero ft. Bleachers,,Pop
Taylor Swift,Karma,,Pop
Taylor Swift,Bejeweled,,PopTaylor Swift,Who's Afraid of Little Old Me,,Pop
Taylor Swift,Who's Afraid of Little Old Me,,Pop
Taylor Swift,But Daddy I Love Him,,Pop
Taylor Swift,Cruel Summer,,Pop
Taylor Swift,Enchanted,,Pop
Team Nekokan,Air Man ga taosenai,Mega Man,soundtrack
Team Nekokan,Kokoro no kara,,j-song
Tears for fears,Everybody wants to rule the world,,rock 50s-80s
Tears for fears,Shout,,rock 50s-80s
Tears of tragedy,Void Act,,rock 50s-80s
Tegan and Sara,The Con,,
Tenacious D,Hope,,rock
Tenacious D,Roadie,,rock
Tenacious D,Rock in dead,,rock
Tenacious D,Wonderboy,,rock
Tenacious D,Dio,,rock
Tenacious D,Friendship,,rock
Tenacious D,Kickapoo,,rock
Tenacious D,Beelzeboss,,rock metal
Tenacious D,Master Exploder,,rock
Tenacious D,Break-in city,,rock
Tenacious D,The Metal,,rock metal
Testament,Practice what you preach,,metal
Testament,Souls of black,,metal
Tevin Campbell,I2I (eye to eye),Pateta,soundtrack
That Poppy,Computer Boy,,Pop
That Poppy,Lowlife,,Pop
That Poppy,Altar,,Pop
Them crooked Vultures,Dead end friends,,
Thenewno2,Crazy Tuesday,,
Thousand leaves,Floating the twilight,,
Thousand leaves,Lost,,
Three,Telecaster B-boy,Kagamine Len,vocaloid
Three days grace,I hate everything about you,,
Three lights down kings,Glorious days,Gintama,anime
TIA,Deal with the devil,Kakegurui,anime
Tickle me pink,The time is wrong,,
Tihuana,Tropa de elite,Tropa de Elite sem bateria,soundtrack
Till Lindemann,Entre Dos Tierras,,Metal Rock
Tim Maia,O Descobridor dos Sete Mares,Pois bem Chegueeeei sem bateria,Brasil
Timmy & the lords of the underworld,Timmy & the lords of the underworld,South Park,soundtrack
TJ Davis,Can you feel the sunshine?,Sonic,soundtrack
TJ Davis,Super Sonic Racing,Sonic,soundtrack
TK from Ling Tosite Sigure,Unravel,Tokyo Ghoul,anime
Toby "Radiation" Fox,Another Medium,Undertale,soundtrack
Toby "Radiation" Fox,Megalovania,Undertale,soundtrack
Tokio Hotel,Humanoid,,
Tokoyami Towa,Palette,,j-song
Tokusatsu,Jaspion,,soundtrack
Tokyo  Karan Koron,Spice,Shokugeki no Souma,anime
Tom Morello,Tom Morello Guitar Battle,Guitar Hero,soundtrack
Tom Petty,Free Fallin',,rock 50s-80s
Tom Petty,I need to know,,rock 50s-80s
Tommy heavenly6,Papermoon,Soul Eater,anime
Tommy heavenly6,Pray,Gintama,anime
Tomoya Ohtani,First bump,Sonic,soundtrack
Toni Basil,Mickey,Mickey,soundtrack
Tony Harnell,It Doesn't Matter,Sonic,soundtrack
Toraboruta,Kokoro,Kagamine Rin,vocaloid
Toto,Africa,,rock pop 50s-80s
Touya Kobayashi,HONEY,Uchi no Kaisha no Chiisai Sempai no Hanashi,anime
Trace Adkins,Ride,,
Train,Hey Soul sister,,
Trans-siberian Orchestra,Christmas Canon Rock,,
The Trashmen,Surfin Bird,Family Guy,soundtrack
Tribe,Outside,,
Triple-Q,All Star Circulation,,
Tsuchiya Anna,Rose,Nana,anime
Tsukiko Amano,Chou,Fatal Frame,soundtrack
Tsukiko Amano,Koe,Fatal Frame,soundtrack
Tsukuyomi,Kyuseishu,The Most Heretical Last Boss Queen sem bateria,anime
Tsuneo Imahori,H.T.,Trigun,anime
Tsunku,Struck by the rain,Rhythm Heaven,soundtrack
Twenty one pilots,Ride,,indie pop rock
Twisted Sister,We're not gonna take it,,rock 50s-80s
Tyler smyth and Andy Bane,Infinite,Sonic,soundtrack
Tyson Yen,The only thing I know for real,Metal Gear Rising,soundtrack
U2,Beautiful day,,rock 50s-80s
U2,I still haven't found what I'm looking for,,rock 50s-80s
U2 Akiyama,Tomorrow will be special yesterday was not,,rock 50s-80s
Ueda Atsumi,Happy Halloween!,,j-song
Uehara Rena,Todokanai Koi,White Album,anime
Uesaka Sumire,EASY LOVE,Ijiranaide Nagatoro-san,anime
Ultratower,Kibou no uta,Shokugeki no Souma,anime
Umi Sonoda,Snow halation,Love Live,anime
Underoath,Desperate times desperate measures,,
Unison Square Garden,Chaos ga kiwamaru,Blue Lock,anime
Unison Square Garden,Numbness like a ginger,Blue Lock,anime
Unison Square Garden,Sugar Song and bitter step,Kekkai Sensen,anime
Unluck Morpheus,Imagimak,,metal jrock
Unluck Morpheus,M Revolution,,metal jrock
Unluck Morpheus,Rakka Ryuusui,,metal jrock
Uru,Love Song,,j-song
Usher,Euphoria,,Pop
Usher,Yeah!,,pop
Utada Hikaru,On and On,,jpop
Utada Hikaru,Sanctuary,Kingdom Hearts,soundtrack
Utsu-p,Black hole artist,Hatsune Miku,vocaloid
Utsu-p,Black showtime,,vocaloid
Utsu-p,CR's unique worldview,,vocaloid
Utsu-p,Fools are attracted to anomaly,,vocaloid
Utsu-p,Ikiteru Obake  wa ikiteiru,Flower,vocaloid
Utsu-p,P.O.R.N.O. PORNO,,vocaloid
Utsu-p,Poster Girl's Prank,,vocaloid
UVERworld,Touch off,Yakusoku no Nerverland,anime
UVERworld,Colors of the heart,Blood+ sem bateria,anime
V6,Change the world,InuYasha sem bateria,anime
Vagiant,Seven,,
Vampire Weekend,A-punk,,
Vamps,Calling,,j-song
Van Halen,Jump,,rock 50s-80s
Van Halen,Panama,,rock 50s-80s
Vanessa Carlton,A thousand Miles,As branquelas,soundtrack
Vangelis,Chariots of fire - title,,
Vanilla ice,Ninja rap,,
Vaundy,CHAINSAW BLOOD,Chainsaw Man Ending 1,anime
Vaundy,Todome no Ichigeki,Spy x Family,anime
Vaundy,Hadaka no yuusha,Ousama Ranking (Ranking of Kings),anime
The Ventures,Hawaii Five-O,Hawaii 5 0,soundtrack
Versailles,Vampire,,jrock
Versequence,Melody,Hatsune Miku,vocaloid
The verve,Bitter sweet symphony,,rock
Vickeblanka,Lucky Ending,Fruits Basket,anime
Vickeblanka,Black catcher,Black Clover,anime jrock
Vickeblanka,Black Rover,Black Clover,anime jrock
Video Games,The Last of Us,The Last Of Us,soundtrack
Victor e Leo,Borboleta,Não sei dizer o que mudou sem bateria,Brasil
Village People,Y.M.C.A,uaaai em ciei,pop 50s-80s
The Vines,Get Free,,rock
The Vines,Outtathaway,,rock
The Vines,Ride,,rock
The Vines,Get out,,rock
The Vines,He's a rocker,,rock
The Vines,Orange Amber,,rock
Vicotr e Leo,Borboletas,Borboletas sempre voltam e o seu jardim sou eu sem bateria,brasil
Vitas,The 7th Element,a-a-a-a brlrlrlrl a-a-a,Pop
Vitinho Imperador,Eu me Apaixonei,,Brasil
Wada Kouji,Butterfly,Digimon,anime
Wagakki Band,Kishikaisei,,j-song
Wagakki Band,Senbonzakura,,j-song
Wagakki Band,Akatsuki no ito,,j-song
Wagakki Band,Battle of drums and wadaiko,somente bateria,j-song
Walk the moon,Shut up and dance,,
Wando,Fogo e Paixão, sem bateria Você é luz É raio estrela e luar Manhã de sol Meu iaiá meu ioiô,Brasil
The wanted,Glad you came,,
WAR,Low rider,,
Warren Zevon,Werewolves of London,,
Wataame,Shiki toki uta,IA,vocaloid
Watarirouka Hashiritai,Kanpeki gu~no ne,Fairy Tail,anime
Wataru Hatano,You only live once,Yuri!!! on ice,anime
We the kings,Check yes Juliet,,
The weather girls,It's Raining Men,,
Weezer,Beverly Hills,,rock
Weezer,Hash pipe,,rock
Weezer,Say it ain't so,,rock
The White stripes,The hardest button to button,,indie rock
The White stripes,Seven nation army,,indie rock
Whiteflame,Senbonzakura,Hatsune Miku,vocaloid
Whitesnake,Here I go again,,rock 50s-80s
Whitney Houston,I will always love you,Titanic,50s-80s soundtrack
The Who,I can see for miles,,rock 50s-80s
The Who,My generation,Koe no Katachi,anime
The Who,Pinball wizard,,rock 50s-80s
The Who,Sea and sand,,rock 50s-80s
The Who,Baba O'Riley,CSI,soundtrack rock 50s-80s
The Who,Behind Blue Eyes,,rock 50s-80s
The Who,Won't get fooled again,,rock 50s-80s
Who-ya Extended,Vivid vice,Jujutsu Kaisen,anime
Will Smith,The fresh prince of Bel-Air theme,Um Maluco no Pedaço,soundtrack
Within Temptation,What Have You Done,,Metal
Within Temptation,Dark Wings,,Metal
Within Temptation,Mother Earth,,Metal
Within Temptation,Angels,,Metal
Within Temptation,Faster,,Metal
Wiz Khalifa,See you again,Velozes e Furiosos,soundtrack
World Order,Have a nice day,,jpop
Wonder Girls,Why So Lonely,Baby ua-a-a-a-um so loneleee,Kpop
Wowaka,Unhappy Refrain,Hatsune Miku,vocaloid
Wowaka,Rolling Girl,Hatsune Miku,vocaloid
Wowaka,Ura-omote lovers,Hatsune Miku,vocaloid
Wowaka,World's End Dance hall,Hatsune Miku,vocaloid
X Japan,Endless Rain,,jrock
X Japan,I.V.,CUSTA O DOBRO DE FICHAS,jrock
X Japan,X,,jrock
X Japan,Jade,CUSTA O DOBRO DE FICHAS,jrock
X Japan,Kurenai,CUSTA O DOBRO DE FICHAS,jrock
XI,Freedom dive,,soundtrack
XI,World Fragments ll,,soundtrack
Yakushimaru Etsuko,Houkago Di(e)stra(u)ction,Hi-Score Girl,anime
Yanagi Nagi,Zoetrope,Amnesia,anime
